날짜,시가,고가,저가,종가,거래량
2021-11-12,2945.949951171875,2973.840087890625,2938.27001953125,2968.800048828125,665000
2021-11-15,2989.679931640625,3003.7099609375,2979.9599609375,2999.52001953125,638900
2021-11-16,2995.679931640625,3011.8798828125,2985.340087890625,2997.2099609375,579000
2021-11-17,3004.02001953125,3004.669921875,2957.699951171875,2962.419921875,540700
2021-11-18,2959.260009765625,2964.47998046875,2937.530029296875,2947.3798828125,541100
2021-11-19,2951.06005859375,2974.639892578125,2948.070068359375,2971.02001953125,656300
2021-11-22,2983.3798828125,3018.010009765625,2980.72998046875,3013.25,531000
2021-11-23,3013.159912109375,3016.360107421875,2992.139892578125,2997.330078125,524200
2021-11-24,3006.340087890625,3017.89990234375,2981.02001953125,2994.2900390625,556600
2021-11-25,2996.739990234375,2996.739990234375,2973.239990234375,2980.27001953125,595400
2021-11-26,2973.0400390625,2985.77001953125,2930.31005859375,2936.43994140625,594700
2021-11-29,2906.14990234375,2930.219970703125,2890.780029296875,2909.320068359375,841700
2021-11-30,2932.7099609375,2942.929931640625,2822.72998046875,2839.010009765625,982400
2021-12-01,2860.1201171875,2905.739990234375,2837.030029296875,2899.719970703125,563100
2021-12-02,2874.639892578125,2945.27001953125,2874.639892578125,2945.27001953125,533700
2021-12-03,2935.929931640625,2975.43994140625,2927.550048828125,2968.330078125,486100
2021-12-06,2954.820068359375,2983.5,2932.489990234375,2973.25,479400
2021-12-07,2973.840087890625,2992.31005859375,2960.89990234375,2991.719970703125,540900
2021-12-08,3017.929931640625,3036.1298828125,2995.340087890625,3001.800048828125,487800
2021-12-09,3007.0,3029.570068359375,3001.550048828125,3029.570068359375,513000
2021-12-10,3008.699951171875,3017.639892578125,2998.2900390625,3010.22998046875,451200
2021-12-13,3019.669921875,3043.830078125,3000.510009765625,3001.659912109375,375400
2021-12-14,2983.949951171875,3001.699951171875,2976.159912109375,2987.949951171875,581200
2021-12-15,2979.830078125,2992.300048828125,2973.0,2989.389892578125,432500
2021-12-16,3013.260009765625,3018.199951171875,2989.6298828125,3006.409912109375,402400
2021-12-17,2985.199951171875,3017.72998046875,2984.18994140625,3017.72998046875,451400
2021-12-20,3001.330078125,3001.330078125,2962.070068359375,2963.0,377100
2021-12-21,2981.669921875,2984.56005859375,2955.89990234375,2975.030029296875,410500
2021-12-22,2993.5,3000.7900390625,2976.64990234375,2984.47998046875,461400
2021-12-23,2998.02001953125,3000.699951171875,2980.909912109375,2998.169921875,483300
2021-12-24,3009.47998046875,3025.77001953125,3009.47998046875,3012.429931640625,537500
2021-12-27,3013.93994140625,3017.31005859375,2999.300048828125,2999.550048828125,475000
2021-12-28,3006.77001953125,3020.2900390625,2991.550048828125,3020.239990234375,607000
2021-12-29,3002.89990234375,3007.719970703125,2988.669921875,2993.2900390625,545800
2021-12-30,2999.75,3005.360107421875,2975.739990234375,2977.64990234375,460600
2022-01-04,2991.969970703125,2995.25,2973.080078125,2989.239990234375,621200
2022-01-05,2984.050048828125,2986.199951171875,2936.72998046875,2953.969970703125,786900
2022-01-06,2925.39990234375,2952.5400390625,2915.3798828125,2920.530029296875,785500
2022-01-07,2933.780029296875,2959.030029296875,2933.10009765625,2954.889892578125,545800
2022-01-10,2947.3701171875,2951.1201171875,2910.89990234375,2926.719970703125,477000
2022-01-11,2930.929931640625,2943.570068359375,2909.820068359375,2927.3798828125,565800
2022-01-12,2950.780029296875,2972.580078125,2950.31005859375,2972.47998046875,519000
2022-01-13,2979.909912109375,2982.139892578125,2958.389892578125,2962.090087890625,604600
2022-01-14,2937.610107421875,2944.969970703125,2914.72998046875,2921.919921875,532300
2022-01-17,2918.550048828125,2919.669921875,2875.97998046875,2890.10009765625,592900
2022-01-18,2898.97998046875,2902.7900390625,2857.260009765625,2864.239990234375,553700
2022-01-19,2840.340087890625,2871.7900390625,2832.179931640625,2842.280029296875,463400
2022-01-20,2842.280029296875,2862.699951171875,2830.969970703125,2862.679931640625,395400
2022-01-21,2837.489990234375,2847.949951171875,2817.110107421875,2834.2900390625,532500
2022-01-24,2823.760009765625,2828.110107421875,2780.679931640625,2792.0,473600
2022-01-25,2786.409912109375,2789.6201171875,2703.989990234375,2720.389892578125,639400
2022-01-26,2729.75,2744.139892578125,2708.10009765625,2709.239990234375,471800
2022-01-27,2709.239990234375,2722.860107421875,2614.489990234375,2614.489990234375,487100
2022-01-28,2617.8701171875,2668.590087890625,2591.530029296875,2663.340087890625,433700
2022-02-03,2706.340087890625,2735.340087890625,2702.780029296875,2707.820068359375,435300
2022-02-04,2714.830078125,2751.800048828125,2712.8701171875,2750.260009765625,535900
2022-02-07,2750.699951171875,2750.699951171875,2718.93994140625,2745.06005859375,417600
2022-02-08,2767.760009765625,2779.85009765625,2726.719970703125,2746.469970703125,559600
2022-02-09,2772.6298828125,2773.3798828125,2753.510009765625,2768.85009765625,538700
2022-02-10,2787.43994140625,2788.27001953125,2761.760009765625,2771.929931640625,509300
2022-02-11,2739.139892578125,2766.699951171875,2735.080078125,2747.7099609375,480300
2022-02-14,2715.10009765625,2724.719970703125,2688.239990234375,2704.47998046875,616000
2022-02-15,2712.449951171875,2716.449951171875,2665.469970703125,2676.5400390625,588700
2022-02-16,2719.610107421875,2730.429931640625,2711.340087890625,2729.679931640625,422100
2022-02-17,2735.110107421875,2770.659912109375,2711.989990234375,2744.090087890625,611000
2022-02-18,2714.52001953125,2747.080078125,2711.8798828125,2744.52001953125,512900
2022-02-21,2706.64990234375,2746.6201171875,2694.89990234375,2743.800048828125,495000
2022-02-22,2705.080078125,2721.840087890625,2690.090087890625,2706.7900390625,648100
2022-02-23,2727.429931640625,2729.56005859375,2705.31005859375,2719.530029296875,537700
2022-02-24,2689.280029296875,2694.550048828125,2642.6298828125,2648.800048828125,925900
2022-02-25,2678.469970703125,2694.81005859375,2665.9599609375,2676.760009765625,664100
2022-02-28,2663.0,2699.179931640625,2658.25,2699.179931640625,613300
2022-03-02,2698.31005859375,2716.4599609375,2692.239990234375,2703.52001953125,527800
2022-03-03,2729.860107421875,2748.2099609375,2726.35009765625,2747.080078125,614300
2022-03-04,2736.580078125,2736.580078125,2702.340087890625,2713.429931640625,765300
2022-03-07,2680.169921875,2680.169921875,2644.10009765625,2651.31005859375,571300
2022-03-08,2617.330078125,2647.179931640625,2605.81005859375,2622.39990234375,540100
2022-03-10,2660.860107421875,2682.7900390625,2660.860107421875,2680.320068359375,613500
2022-03-11,2665.949951171875,2672.6201171875,2647.280029296875,2661.280029296875,796500
2022-03-14,2654.929931640625,2661.760009765625,2633.31005859375,2645.64990234375,635900
2022-03-15,2630.31005859375,2641.969970703125,2615.080078125,2621.530029296875,603700
2022-03-16,2649.85009765625,2659.89990234375,2630.030029296875,2659.22998046875,736000
2022-03-17,2703.27001953125,2714.0,2694.510009765625,2694.510009765625,545500
2022-03-18,2695.639892578125,2708.159912109375,2688.7099609375,2707.02001953125,643500
2022-03-21,2717.81005859375,2717.81005859375,2683.68994140625,2686.050048828125,502000
2022-03-22,2686.679931640625,2712.139892578125,2686.580078125,2710.0,489100
2022-03-23,2727.1201171875,2742.27001953125,2720.830078125,2735.050048828125,883000
2022-03-24,2716.25,2729.659912109375,2705.139892578125,2729.659912109375,959600
2022-03-25,2740.830078125,2740.949951171875,2722.360107421875,2729.97998046875,599800
2022-03-28,2721.219970703125,2737.4599609375,2707.739990234375,2729.56005859375,768000
2022-03-29,2745.6201171875,2754.179931640625,2733.219970703125,2741.070068359375,726700
2022-03-30,2758.31005859375,2760.60009765625,2740.02001953125,2746.739990234375,837800
2022-03-31,2743.239990234375,2765.199951171875,2743.199951171875,2757.64990234375,1029500
2022-04-01,2745.85009765625,2745.85009765625,2729.679931640625,2739.85009765625,1305000
2022-04-04,2729.860107421875,2758.3798828125,2722.449951171875,2757.89990234375,1022500
2022-04-05,2765.5,2769.179931640625,2750.5,2759.199951171875,1605600
2022-04-06,2739.070068359375,2747.85009765625,2730.659912109375,2735.030029296875,1321300
2022-04-07,2714.699951171875,2718.5,2693.360107421875,2695.860107421875,998200
2022-04-08,2706.639892578125,2712.0,2685.52001953125,2700.389892578125,948000
2022-04-11,2687.5400390625,2711.02001953125,2683.9599609375,2693.10009765625,742100
2022-04-12,2674.169921875,2685.080078125,2658.39990234375,2666.760009765625,870000
2022-04-13,2677.530029296875,2717.6298828125,2672.60009765625,2716.489990234375,732000
2022-04-14,2719.340087890625,2720.300048828125,2702.610107421875,2716.7099609375,664800
2022-04-15,2695.52001953125,2705.409912109375,2685.010009765625,2696.06005859375,693700
2022-04-18,2685.0400390625,2701.110107421875,2681.3701171875,2693.2099609375,1024600
2022-04-19,2707.760009765625,2723.97998046875,2705.320068359375,2718.889892578125,1256100
2022-04-20,2718.489990234375,2724.4599609375,2702.840087890625,2718.68994140625,1735700
2022-04-21,2725.7099609375,2737.5400390625,2725.0400390625,2728.2099609375,1002600
2022-04-22,2704.719970703125,2708.580078125,2690.47998046875,2704.7099609375,1239400
2022-04-25,2676.669921875,2680.35009765625,2657.0400390625,2657.1298828125,1017600
2022-04-26,2674.0,2678.050048828125,2663.830078125,2668.31005859375,889600
2022-04-27,2630.580078125,2641.820068359375,2615.5,2639.06005859375,1071800
2022-04-28,2656.5400390625,2667.489990234375,2638.3701171875,2667.489990234375,898900
2022-04-29,2669.179931640625,2696.10009765625,2664.06005859375,2695.050048828125,975000
2022-05-02,2669.2099609375,2689.909912109375,2667.85009765625,2687.449951171875,873400
2022-05-03,2690.159912109375,2702.10009765625,2680.4599609375,2680.4599609375,883100
2022-05-04,2690.449951171875,2696.030029296875,2667.22998046875,2677.570068359375,1180500
2022-05-06,2650.889892578125,2652.510009765625,2635.969970703125,2644.510009765625,1333600
2022-05-10,2590.1298828125,2602.75,2553.010009765625,2596.56005859375,840900
2022-05-11,2586.52001953125,2599.110107421875,2579.090087890625,2592.27001953125,679300
2022-05-12,2569.5,2591.570068359375,2546.800048828125,2550.080078125,899900
2022-05-13,2570.010009765625,2605.840087890625,2565.9599609375,2604.239990234375,788300
2022-05-16,2624.68994140625,2629.199951171875,2593.610107421875,2596.580078125,780000
2022-05-17,2603.580078125,2621.840087890625,2603.580078125,2620.43994140625,873000
2022-05-18,2634.75,2644.1298828125,2618.0,2625.97998046875,869300
2022-05-19,2576.239990234375,2597.7900390625,2568.5400390625,2592.340087890625,676900
2022-05-20,2605.780029296875,2641.679931640625,2605.3798828125,2639.2900390625,752400
2022-05-23,2651.6298828125,2653.8701171875,2634.2900390625,2647.3798828125,641900
2022-05-24,2638.93994140625,2646.989990234375,2605.8701171875,2605.8701171875,850700
2022-05-25,2621.75,2630.169921875,2602.93994140625,2617.219970703125,710200
2022-05-26,2616.989990234375,2641.909912109375,2602.010009765625,2612.449951171875,595300
2022-05-27,2640.75,2644.7099609375,2631.489990234375,2638.050048828125,590500
2022-05-30,2662.31005859375,2672.739990234375,2654.179931640625,2669.659912109375,469300
2022-05-31,2666.8798828125,2685.89990234375,2654.320068359375,2685.89990234375,670700
2022-06-02,2670.739990234375,2674.0,2653.590087890625,2658.989990234375,524900
2022-06-03,2679.570068359375,2681.510009765625,2663.0,2670.64990234375,562200
2022-06-07,2659.27001953125,2662.0400390625,2622.780029296875,2626.340087890625,524300
2022-06-08,2633.530029296875,2639.52001953125,2621.9599609375,2626.14990234375,576000
2022-06-09,2618.919921875,2627.8798828125,2606.610107421875,2625.43994140625,814500
2022-06-10,2596.3701171875,2602.800048828125,2583.739990234375,2595.8701171875,723800
2022-06-13,2550.2099609375,2550.320068359375,2504.510009765625,2504.510009765625,659800
2022-06-14,2472.9599609375,2503.169921875,2457.389892578125,2492.969970703125,671200
2022-06-15,2490.010009765625,2495.5400390625,2436.0400390625,2447.3798828125,713800
2022-06-16,2481.659912109375,2500.360107421875,2447.330078125,2451.409912109375,583800
2022-06-17,2409.719970703125,2441.340087890625,2396.469970703125,2440.929931640625,634200
2022-06-20,2449.889892578125,2449.889892578125,2372.35009765625,2391.030029296875,592100
2022-06-21,2402.989990234375,2423.47998046875,2385.60009765625,2408.929931640625,479400
2022-06-22,2417.110107421875,2418.050048828125,2342.81005859375,2342.81005859375,531800
2022-06-23,2347.840087890625,2361.22998046875,2306.47998046875,2314.320068359375,749200
2022-06-24,2327.110107421875,2373.47998046875,2319.989990234375,2366.60009765625,654100
2022-06-27,2383.199951171875,2418.93994140625,2365.860107421875,2401.919921875,509700
2022-06-28,2405.199951171875,2422.10009765625,2393.9599609375,2422.090087890625,564700
2022-06-29,2387.10009765625,2393.25,2375.449951171875,2377.989990234375,422100
2022-06-30,2368.570068359375,2368.570068359375,2332.590087890625,2332.639892578125,515000
2022-07-01,2342.919921875,2354.969970703125,2291.489990234375,2305.419921875,530100
2022-07-04,2310.72998046875,2318.31005859375,2276.6298828125,2300.340087890625,467700
2022-07-05,2322.110107421875,2344.080078125,2309.6201171875,2341.780029296875,323600
2022-07-06,2330.110107421875,2332.139892578125,2290.330078125,2292.010009765625,410600
2022-07-07,2308.969970703125,2344.139892578125,2307.89990234375,2334.27001953125,340000
2022-07-08,2352.489990234375,2367.840087890625,2348.739990234375,2350.610107421875,411200
2022-07-11,2357.429931640625,2363.260009765625,2337.820068359375,2340.27001953125,376900
2022-07-12,2330.8798828125,2333.02001953125,2303.739990234375,2317.760009765625,379000
2022-07-13,2324.449951171875,2341.18994140625,2312.489990234375,2328.610107421875,308400
2022-07-14,2316.409912109375,2338.2900390625,2307.68994140625,2322.320068359375,348900
2022-07-15,2335.1201171875,2337.300048828125,2293.449951171875,2330.97998046875,319300
2022-07-18,2350.47998046875,2376.5,2344.1201171875,2375.25,324100
2022-07-19,2367.52001953125,2372.739990234375,2359.590087890625,2370.969970703125,339200
2022-07-20,2406.2900390625,2410.06005859375,2382.64990234375,2386.85009765625,333000
2022-07-21,2387.909912109375,2411.9599609375,2387.909912109375,2409.159912109375,295500
2022-07-22,2405.3701171875,2417.909912109375,2391.47998046875,2393.139892578125,381400
2022-07-25,2385.64990234375,2412.469970703125,2385.64990234375,2403.68994140625,322900
2022-07-26,2397.27001953125,2415.389892578125,2395.169921875,2412.9599609375,415100
2022-07-27,2412.52001953125,2415.530029296875,2396.18994140625,2415.530029296875,333400
2022-07-28,2437.570068359375,2443.429931640625,2429.070068359375,2435.27001953125,490900
2022-07-29,2453.530029296875,2463.050048828125,2442.010009765625,2451.5,499000
2022-08-01,2444.050048828125,2461.39990234375,2437.1298828125,2452.25,487000
2022-08-02,2451.0,2451.070068359375,2428.760009765625,2439.6201171875,549800
2022-08-03,2438.56005859375,2461.449951171875,2433.1201171875,2461.449951171875,475200
2022-08-04,2478.43994140625,2478.949951171875,2465.320068359375,2473.110107421875,398500
2022-08-05,2481.429931640625,2497.580078125,2480.050048828125,2490.800048828125,409400
2022-08-08,2481.169921875,2494.0,2477.760009765625,2493.10009765625,418100
2022-08-09,2493.570068359375,2506.489990234375,2481.360107421875,2503.4599609375,454200
2022-08-10,2493.699951171875,2494.14990234375,2478.2099609375,2480.8798828125,479300
2022-08-11,2507.739990234375,2523.780029296875,2506.409912109375,2523.780029296875,505100
2022-08-12,2519.659912109375,2533.199951171875,2514.31005859375,2527.93994140625,445100
2022-08-16,2543.050048828125,2546.35009765625,2532.199951171875,2533.52001953125,398100
2022-08-17,2536.570068359375,2543.14990234375,2512.010009765625,2516.469970703125,417800
2022-08-18,2499.300048828125,2515.3701171875,2488.090087890625,2508.050048828125,381400
2022-08-19,2510.719970703125,2510.719970703125,2492.68994140625,2492.68994140625,459700
2022-08-22,2467.3798828125,2475.77001953125,2457.080078125,2462.5,422400
2022-08-23,2449.31005859375,2454.550048828125,2431.830078125,2435.340087890625,471000
2022-08-24,2446.179931640625,2454.010009765625,2430.68994140625,2447.449951171875,423300
2022-08-25,2459.7900390625,2477.260009765625,2455.320068359375,2477.260009765625,426000
2022-08-26,2489.139892578125,2497.760009765625,2476.75,2481.030029296875,519900
2022-08-29,2432.06005859375,2432.889892578125,2417.010009765625,2426.889892578125,447200
2022-08-30,2441.2099609375,2453.909912109375,2433.47998046875,2450.929931640625,336200
2022-08-31,2433.469970703125,2473.75,2426.139892578125,2472.050048828125,435900
2022-09-01,2443.0,2443.610107421875,2415.610107421875,2415.610107421875,579300
2022-09-02,2427.699951171875,2432.3701171875,2402.669921875,2409.409912109375,391400
2022-09-05,2410.070068359375,2424.77001953125,2392.6298828125,2403.679931640625,354700
2022-09-06,2409.719970703125,2422.530029296875,2399.260009765625,2410.02001953125,294100
2022-09-07,2395.659912109375,2398.39990234375,2365.35009765625,2376.4599609375,377900
2022-09-08,2393.27001953125,2394.06005859375,2379.06005859375,2384.280029296875,423600
2022-09-13,2418.590087890625,2453.949951171875,2418.590087890625,2449.5400390625,366900
2022-09-14,2390.469970703125,2418.419921875,2381.5,2411.419921875,461300
2022-09-15,2416.010009765625,2421.6298828125,2401.830078125,2401.830078125,423900
2022-09-16,2387.56005859375,2395.10009765625,2371.110107421875,2382.780029296875,440300
2022-09-19,2388.72998046875,2389.85009765625,2352.760009765625,2355.659912109375,403700
2022-09-20,2373.639892578125,2382.52001953125,2359.840087890625,2367.85009765625,419200
2022-09-21,2351.5400390625,2360.27001953125,2341.7900390625,2347.2099609375,378000
2022-09-22,2319.699951171875,2335.110107421875,2309.10009765625,2332.31005859375,446600
2022-09-23,2331.330078125,2334.06005859375,2285.7099609375,2290.0,446300
2022-09-26,2260.800048828125,2260.800048828125,2215.360107421875,2220.93994140625,621400
2022-09-27,2224.389892578125,2227.35009765625,2197.89990234375,2223.860107421875,487600
2022-09-28,2206.14990234375,2223.56005859375,2151.60009765625,2169.2900390625,595700
2022-09-29,2197.75,2210.610107421875,2170.139892578125,2170.929931640625,508200
2022-09-30,2161.110107421875,2177.199951171875,2134.77001953125,2155.489990234375,950000
2022-10-04,2189.510009765625,2212.3798828125,2180.840087890625,2209.3798828125,420700
2022-10-05,2248.85009765625,2253.929931640625,2204.030029296875,2215.219970703125,855400
2022-10-06,2230.429931640625,2250.8701171875,2223.360107421875,2237.860107421875,642700
2022-10-07,2217.840087890625,2245.8798828125,2215.080078125,2232.840087890625,428500
2022-10-11,2193.02001953125,2193.050048828125,2174.06005859375,2192.070068359375,859100
2022-10-12,2191.35009765625,2205.02001953125,2181.64990234375,2202.469970703125,658000
2022-10-13,2198.2900390625,2198.340087890625,2162.8701171875,2162.8701171875,792200
2022-10-14,2200.659912109375,2220.5400390625,2193.6298828125,2212.550048828125,512900
2022-10-17,2187.169921875,2221.050048828125,2177.659912109375,2219.7099609375,498500
2022-10-18,2249.14990234375,2251.739990234375,2220.7099609375,2249.949951171875,580700
2022-10-19,2249.35009765625,2266.800048828125,2234.590087890625,2237.43994140625,895000
2022-10-20,2225.530029296875,2231.52001953125,2200.43994140625,2218.090087890625,1108000
2022-10-21,2210.590087890625,2224.0400390625,2204.639892578125,2213.1201171875,637400
2022-10-24,2248.260009765625,2256.669921875,2229.85009765625,2236.159912109375,444700
2022-10-25,2237.0400390625,2253.239990234375,2230.75,2235.070068359375,456700
2022-10-26,2240.699951171875,2258.110107421875,2234.489990234375,2249.56005859375,563300
2022-10-27,2266.070068359375,2290.56005859375,2262.02001953125,2288.780029296875,587700
2022-10-28,2276.72998046875,2292.64990234375,2266.43994140625,2268.39990234375,427100
2022-10-31,2293.75,2295.510009765625,2273.72998046875,2293.610107421875,401300
2022-11-01,2301.580078125,2335.570068359375,2297.570068359375,2335.219970703125,597100
2022-11-02,2326.050048828125,2346.320068359375,2323.3701171875,2336.8701171875,450200
2022-11-03,2297.449951171875,2342.860107421875,2296.43994140625,2329.169921875,550300
2022-11-04,2325.85009765625,2348.429931640625,2316.2900390625,2348.429931640625,436200
2022-11-07,2360.219970703125,2373.280029296875,2354.219970703125,2371.7900390625,392300
2022-11-08,2387.199951171875,2400.389892578125,2375.669921875,2399.0400390625,499800
2022-11-09,2408.5400390625,2429.64990234375,2403.639892578125,2424.409912109375,680500
2022-11-10,2405.77001953125,2426.10009765625,2401.989990234375,2402.22998046875,899000
2022-11-11,2466.89990234375,2486.4599609375,2463.510009765625,2483.159912109375,758000
2022-11-14,2485.179931640625,2499.429931640625,2470.60009765625,2474.64990234375,730900
2022-11-15,2482.760009765625,2485.199951171875,2463.64990234375,2480.330078125,617100
2022-11-16,2487.0,2487.0,2446.7900390625,2477.449951171875,657600
2022-11-17,2466.5,2467.389892578125,2442.89990234375,2442.89990234375,914400
2022-11-18,2448.1298828125,2471.8701171875,2442.8701171875,2444.47998046875,589500
2022-11-21,2446.050048828125,2448.139892578125,2409.360107421875,2419.5,544500
2022-11-22,2405.9599609375,2426.39990234375,2401.5,2405.27001953125,539200
2022-11-23,2424.360107421875,2427.280029296875,2407.580078125,2418.010009765625,474800
2022-11-24,2437.510009765625,2441.330078125,2428.1201171875,2441.330078125,481200
2022-11-25,2442.2099609375,2449.659912109375,2433.570068359375,2437.860107421875,438400
2022-11-28,2425.050048828125,2425.64990234375,2401.949951171875,2408.27001953125,350100
2022-11-29,2405.5400390625,2433.8701171875,2401.10009765625,2433.389892578125,550000
2022-11-30,2424.43994140625,2472.530029296875,2421.419921875,2472.530029296875,593900
2022-12-01,2501.429931640625,2501.429931640625,2474.330078125,2479.840087890625,491200
2022-12-02,2471.5,2471.5,2434.330078125,2434.330078125,468500
2022-12-05,2442.169921875,2442.219970703125,2413.050048828125,2419.320068359375,385200
2022-12-06,2397.699951171875,2416.8798828125,2390.199951171875,2393.159912109375,367800
2022-12-07,2385.8701171875,2394.8798828125,2377.97998046875,2382.81005859375,332100
2022-12-08,2386.89990234375,2387.949951171875,2357.199951171875,2371.080078125,351600
2022-12-09,2382.72998046875,2390.080078125,2367.25,2389.0400390625,315300
2022-12-12,2373.580078125,2381.8701171875,2368.469970703125,2373.02001953125,498900
2022-12-13,2385.050048828125,2388.27001953125,2364.8701171875,2372.39990234375,447100
2022-12-14,2380.81005859375,2400.179931640625,2379.43994140625,2399.25,409400
2022-12-15,2383.830078125,2392.110107421875,2360.949951171875,2360.969970703125,374300
2022-12-16,2329.75,2360.43994140625,2326.830078125,2360.02001953125,414200
2022-12-19,2350.780029296875,2358.760009765625,2342.280029296875,2352.169921875,323600
2022-12-20,2344.72998046875,2353.860107421875,2324.659912109375,2333.2900390625,358100
2022-12-21,2346.389892578125,2347.0,2325.780029296875,2328.949951171875,329400
2022-12-22,2340.0,2356.72998046875,2335.75,2356.72998046875,552800
2022-12-23,2325.860107421875,2333.080078125,2311.89990234375,2313.68994140625,367000
2022-12-26,2312.5400390625,2321.919921875,2304.199951171875,2317.139892578125,427600
2022-12-27,2327.52001953125,2335.989990234375,2321.47998046875,2332.7900390625,448300
2022-12-28,2296.449951171875,2296.449951171875,2276.89990234375,2280.449951171875,405700
2022-12-29,2265.72998046875,2272.669921875,2236.3798828125,2236.39990234375,361000
2023-01-02,2249.949951171875,2259.8798828125,2222.3701171875,2225.669921875,346100
2023-01-03,2230.97998046875,2230.97998046875,2180.669921875,2218.679931640625,410000
2023-01-04,2205.97998046875,2260.06005859375,2198.820068359375,2255.97998046875,412700
2023-01-05,2268.199951171875,2281.389892578125,2252.969970703125,2264.64990234375,430800
2023-01-06,2253.39990234375,2300.6201171875,2253.27001953125,2289.969970703125,398300
2023-01-09,2315.8701171875,2351.06005859375,2312.56005859375,2350.18994140625,341100
2023-01-10,2348.0400390625,2370.179931640625,2344.179931640625,2351.31005859375,359600
2023-01-11,2364.050048828125,2369.659912109375,2350.360107421875,2359.530029296875,368800
2023-01-12,2376.719970703125,2377.800048828125,2358.330078125,2365.10009765625,580100
2023-01-13,2377.340087890625,2397.010009765625,2375.780029296875,2386.090087890625,861700
2023-01-16,2390.06005859375,2410.219970703125,2387.610107421875,2399.860107421875,517800
2023-01-17,2400.919921875,2404.0,2374.64990234375,2379.389892578125,536000
2023-01-18,2380.360107421875,2383.0,2356.840087890625,2368.320068359375,536200
2023-01-19,2354.56005859375,2380.340087890625,2354.56005859375,2380.340087890625,369900
2023-01-20,2380.0,2395.969970703125,2372.570068359375,2395.260009765625,302300
2023-01-25,2426.580078125,2432.7099609375,2421.510009765625,2428.570068359375,549800
2023-01-26,2436.179931640625,2468.64990234375,2426.39990234375,2468.64990234375,486600
2023-01-27,2474.52001953125,2497.39990234375,2464.530029296875,2484.02001953125,509100
2023-01-30,2484.639892578125,2491.1298828125,2446.590087890625,2450.469970703125,475100
2023-01-31,2449.919921875,2457.47998046875,2423.3701171875,2425.080078125,616900
2023-02-01,2446.030029296875,2453.2900390625,2433.3701171875,2449.800048828125,666100
2023-02-02,2481.93994140625,2486.199951171875,2454.60009765625,2468.8798828125,692800
2023-02-03,2466.5400390625,2485.080078125,2460.2099609375,2480.39990234375,496600
2023-02-06,2461.820068359375,2469.419921875,2438.0400390625,2438.18994140625,566600
2023-02-07,2440.139892578125,2456.169921875,2432.39990234375,2451.7099609375,446600
2023-02-08,2469.419921875,2487.35009765625,2465.9599609375,2483.639892578125,414800
2023-02-09,2470.659912109375,2487.139892578125,2466.610107421875,2481.52001953125,609400
2023-02-10,2470.64990234375,2473.800048828125,2454.739990234375,2469.72998046875,656900
2023-02-13,2461.9599609375,2462.580078125,2440.860107421875,2452.699951171875,485500
2023-02-14,2471.330078125,2480.340087890625,2459.830078125,2465.639892578125,348800
2023-02-15,2473.090087890625,2473.43994140625,2424.159912109375,2427.89990234375,386500
2023-02-16,2444.06005859375,2475.989990234375,2442.070068359375,2475.47998046875,387600
2023-02-17,2447.659912109375,2471.510009765625,2445.739990234375,2451.2099609375,513600
2023-02-20,2453.25,2463.169921875,2430.27001953125,2455.1201171875,390000
2023-02-21,2457.510009765625,2466.070068359375,2446.0,2458.9599609375,494300
2023-02-22,2430.8701171875,2435.97998046875,2416.159912109375,2417.679931640625,426700
2023-02-23,2430.010009765625,2449.6201171875,2422.6201171875,2439.090087890625,400300
2023-02-24,2442.489990234375,2452.969970703125,2421.469970703125,2423.610107421875,369200
2023-02-27,2405.419921875,2405.56005859375,2383.760009765625,2402.639892578125,356700
2023-02-28,2417.580078125,2431.669921875,2407.2900390625,2412.85009765625,529200
2023-03-02,2414.610107421875,2440.590087890625,2411.85009765625,2427.85009765625,427900
2023-03-03,2438.72998046875,2442.10009765625,2423.080078125,2432.070068359375,371500
2023-03-06,2452.4599609375,2464.449951171875,2441.070068359375,2462.6201171875,417900
2023-03-07,2457.0400390625,2475.72998046875,2455.64990234375,2463.35009765625,449800
2023-03-08,2435.580078125,2442.610107421875,2426.52001953125,2431.909912109375,437300
2023-03-09,2440.7900390625,2444.199951171875,2416.25,2419.090087890625,473500
2023-03-10,2389.820068359375,2400.8701171875,2383.18994140625,2394.590087890625,412900
2023-03-13,2400.449951171875,2413.239990234375,2369.7900390625,2410.60009765625,380400
2023-03-14,2390.360107421875,2390.780029296875,2348.18994140625,2348.969970703125,484800
2023-03-15,2380.090087890625,2395.360107421875,2370.77001953125,2379.719970703125,443500
2023-03-16,2357.97998046875,2382.7900390625,2346.110107421875,2377.909912109375,317300
2023-03-17,2403.699951171875,2405.35009765625,2382.800048828125,2395.68994140625,363400
2023-03-20,2391.8701171875,2405.989990234375,2378.699951171875,2379.199951171875,344700
2023-03-21,2396.5400390625,2399.52001953125,2383.169921875,2388.35009765625,354700
2023-03-22,2411.25,2417.469970703125,2402.780029296875,2416.9599609375,500900
2023-03-23,2398.27001953125,2424.47998046875,2397.909912109375,2424.47998046875,567400
2023-03-24,2421.27001953125,2423.760009765625,2399.489990234375,2414.9599609375,470100
2023-03-27,2423.93994140625,2423.93994140625,2395.969970703125,2409.219970703125,472200
2023-03-28,2418.68994140625,2434.93994140625,2415.340087890625,2434.93994140625,523500
2023-03-29,2432.6298828125,2443.949951171875,2428.610107421875,2443.919921875,496600
